storage_area,TYPE,name,information,dosage,,winery_name,vintage,purchase_price,quantity,other vintages,Spalte12,sales_price,glass_price,internal_notes,,,,,,,
1086,RED,Château Montrose 2eme Cru Classe,,,,Château Montrose,2011,92,1,,1,202,33,,,,,,,,
1087,RED,Rhone,,,,,,,,,,7,1,,,,,,,,
1088,RED,,,,,,,,,,,7,,,,,,,,,
1089,RED,"Crozes-Hermitage Rouge ""Le Rouvre"" BIO",,,syrah,Yann Chave,2019,23,3,,,75,12,Rebalter; 50+. Handlese. Gärung; Fermentation 21 Tagen. Ausbau; im neuen Barrique. Nicole & Bernhard Chave haben die Domaine 1970 gekauft.,,,,,,,
1090,RED,Hermitage  BIO,,,syrah,Yann Chave,2018,63,6,,,139,23,Rebalter; 30+. Handlese. Gärung;  Vinifikation 3-4 Wochen. Ausbau; in gebrauchten Barrique.  Nicole & Bernhard Chave haben die Domaine 1970 gekauft.,,,,,,,
1091,RED,Côte-Rôtie ,,,syrah,Terres Rôties,2009,34.5,3,2010-3,,95,15,Seit 3 Generationen der Familie Guigal.,,,,,,,
1092,RED,"Châteauneuf du Pape"" La Crau 2010""",,,"grenache, mourvèdre, syrah, cinsault",Le Vieux Télégraphe,2016,47,1,2020-3,,120,20,180-325m.ü.M.,,,,,,,
1093,RED,Crozes-Hermitage ,,,Syrah,Domaine Combier ,2010,16.8,3,,,56,9,seit 1980 BIO.,,,,,,,
1094,RED,"Crozes-Hermitage ""Clos des Grives""",,,Syrah,Domaine Combier ,2010,29.5,1,,2,81,13,seit 1980 BIO.,,,,,,,
1095,RED,Hermitage  ,,,,Guigal,2013,42,0,nicht gelistet,2,116,19,,,,,,,,
1096,RED,Gigondas,,,"70% Grenache, 20 % Syrah, 10% Mourvèdre,",Guigal,2003,17,0,,2,67,11,,,,,,,,
1097,RED,Cristom Louise,,,,,2019,69.3,3,,,152,25,,,,,,,,
1098,RED,Pinot Noir Black Edition,,,,Vinultra,2014,53.4,5,,,117,19,,,,,,,,
1099,RED,Pinot Noir Kellerei Girlan,,,,Kellerei Girlan,2019,6.25,2,2020-1,,29,4,"Handlese. Gärung; im Stahl, BSA. Ausbau; 15 Monate in kleinen & grossen Holzfässern. 6 Monate Flaschenlagerung.",,,,,,,
1100,RED,,,,,,,,,,,7,1,"300-400 m.ü.M. Gärung: Stahltank. Ausbau; 1 Jahr in Barrique(1/4), weitere 8 Monate im grossen Holzfass",,,,,,,
1101,RED,St. Magdalener,,,"95% Edelvernatsch, 5% Lagrein",Rottensteiner,2020,4.2,2,2021-1 ,,21,3,400-500m.ü.M. ,,,,,,,
1102,RED,Merlot Siebeneich ,,,,Schreckbichl Colterenzio,2018,8.75,0,"2020-1 2021-2 (10,3)",,35,5,"Gärung; Edelstahl. Ausbau; 18 Monate teils Barrique, teils grosses Holzfass.",,,,,,,
1103,RED,Merlot ,,,,Alois Lageder,2020,5.5,3,,,26,4,230-320m.ü.M. Rebalter; 10-55 Jahre. Gärung; mit BSA während 7 Tagen im Stahl. Ausbau; 8 Monate im Betonbehälter.,,,,,,,
1104,RED,Lagrein Kellerei Tramin,,,,Kellerei Tramin,2022,4.9,4,,,24,3,250-400m.ü.M. Gärung; im Stahl und Betonfass. Ausbau; mit BSA im Holz und Betonfass.,,,,,,,
1105,RED,Amistar ,,,"Lagrein, Merlot, Cabernet s., 5% Cabernet f.,5%  Petit verdot",Peter Sölva & Söhne,2020,10.5,2,,1,41,6,10 % Trockenbeeren (am Stock getrocknet). Gärung; im Edelstahltank. Ausbau; mit BSA im Barrique für 1-2 Jahre.,,,,,,,
1106,RED,Cabernet Istrice ,,,"90% Cabernet sauvignon, 10% Cabernet Franc",Elena Walch,2018,10.8,1,2020-1 2022-1 ,,42,7,Gärung; ca. 10 Tage im Stahltank. Ausbau; BSA im Holz. 12 Monate in franz. Barrique. Lange Flaschenlagerung.,,,,,,,
1107,RED,,,,,,,,,,,7,1,,,,,,,,
1108,RED,,,,,,,,,,,7,1,,,,,,,,
1109,RED,Piemonte,,,,,,,,,,7,1,,,,,,,,
1110,RED,Barolo Sori Ginestra ,,,Nebbiolo,Conterno Fantino,2011,31.5,1,2018-2,,87,14,Ausbau im Holz und Barrique.,,,,,,,
1111,RED,,,,,,,,,,,7,1,,,,,,,,
1112,RED,,,,,,,,,,,7,1,,,,,,,,
1113,RED,Toscana,,,,,,,,,,7,1,,,,,,,,
1114,RED,,,,,,,,,,,7,,,,,,,,,
1115,RED,Ornellaia ,,,"53% Cabernet s., 39% Merlot, 4% Cabernet f., 4% Petit verdot",Tenuta dell'Ornellaia,2015,87.12,2,2016-1 ,,192,31,"Handlese. Gärung; 1 Woche im Stahltank, Maischestandzeit 10-15 Tage. BSA im Eichenbarrqiue 70% neu. 18 Monate in Barrqiue, nach 12 Monaten wird dass Cuvee gemacht.",,,,,,,
1116,RED,Tignanello,,,,Antinori,2016,38.81,0,nicht gelistet,2,107,17,12 Monate im Eichenfass.,,,,,,,
1117,RED,Vino Nobile di Montepulciano,,,Sangiovese,Podere Boscarelli,2015,10.8,1,"2020-2 (1,20)",,42,7,BSA.,,,,,,,
1118,RED,Brunello di Montalcino,,,Sangiovese,Ciacci Piccolomini,2013,15.2,0,nicht gelister,2,52,8,mind. 2 Jahre im Eichenfass. Mind.  4 Monate Flaschenreifung.,,,,,,,
1119,RED,Cabreo Il Borgo ,,,"70% Sangiovese, 30% Cabernet sauvignon",Tenute di Cabreo Folonari,2009,15.6,1,2016-2 ,,53,8,"Gärung; Mazeration auf der Schale 10-18 Tage. Fermentaion mit BSA. Ausbau; Cuvee, in franz. EichenBarrqiue ausgebaut 30%neu, 16-18 Moante. 6 Monate Flaschenlagerung.",,,,,,,
1120,RED,Chianti Classico  ,,,Sangiovese,Fontodi,2009,7.3,0,nicht gelistet,2,31,5,Gärung; Stahltank. Ausbau; im Holz für 1 Jahr,,,,,,,
1121,RED,,,,,,,,,,,7,1,,,,,,,,
1122,RED,,,,,,,,,,,7,1,,,,,,,,
1123,RED,,,,,,,,,,,7,1,,,,,,,,
1124,RED,MAGNUM,,,,,,,,,,7,1,,,,,,,,
1125,RED,,,,,,,,,,,7,1,,,,,,,,
1126,RED,Südtirol - Alto Adige,,,,,,,,,,7,1,,,,,,,,
1127,RED,Blauburgunder Barthenau Vigna San Urbano,,,,Hofstätter,2016,101,1,,,222,37,"Gärung; 10 Tage mit 25% intakten Trauben und Umwälzung. Ausbau; 14 Monate in kleinen Eichenholzfässern, assamblage, 7 Monate im grossen Eichenholzfass, Abfüllung, 12 Monate Flaschenlagerung.",,,,,,,
1128,RED,Pinot Nero Riserva Trattmann,,,,Kellerei Girlan,2021,58,1,,,128,21,"400m.ü.M. Handlese. Gärung; Stahlfässer für 18-20 Tage. Ausbau; Bsa, 15 Monate in kleinen und grossen Holzfässern. 8 Monate Flaschenlagerung",,,,,,,
1129,RED,Mason di Mason,,,,Manincor,2020,131,1,,,288,48,,,,,,,,
1130,RED,Vinschgau Blauburgunder ,,,,Marinushof,2009,29,1,,,80,13,,,,,,,,
1131,RED,Amistar Cabernet Franc,,,"Lagrein, Merlot, Cabernet s., 5% abernet f.,5%  Petit verdot",Peter Sölva & Söhne,2007,44.5,1,,,122,20,10 % Trockenbeeren (am Stock getrocknet). Gärung; im Edelstahltank. Ausbau; mit BSA im Barrique für 1-2 Jahre.,,,,,,,
1132,RED,Cabernet Löwengang ,,,"Cabernet sauvignon, Cabernet Franc, Carmenere, Merlot",Tenutae Lageder,2007,62.5,1,,,145,24,230-330m.ü.M. BIO. Rebalter; 15-100 Jahre. Gärung; spontane Maischegärung mit BSA im Stahltank. Ausbau; in 1/3 neuen franz. Barrqiue.,,,,,,,
1133,RED,Cabernet Riserva,,,"Cabernet Sauvignon, Cabernet Franc",Unterganzner,2004,39.5,1,,,109,18,Rebalter; 20 Jahre. Gärung; edelstahltank mit 10 Tage Maischekontakt. Ausbau; 15-18 Monate mit Bsa in franz. Barrique 50% neu.,,,,,,,
1134,RED,Amistar Rot Edizione ,,,"Lagrein, Merlot, Cabernet s., 5% Cabernet f., 5% Petit verdot",Peter Sölva & Söhne,2008,64,1,,,141,23,"Kompromisslose Selektion der besten Barrqiue. 250-450m.ü.M. Nach einem Jahr im Barrique wird ""herausesucht"" und danach dass Cuvee nochmals 1 jahr gelagert",,,,,,,
1135,RED,,,,,,,,,,,7,1,,,,,,,,
1136,RED,Euforius ,,,"50%  Cabernet, 30% Lagrein, 20% Merlot",Niedermayr,2009,33,1,,,91,15,Gärung; Stahltank. Ausbau; 12 Monate im Barrique,,,,,,,
1137,RED,,,,,,,,,,,7,1,,,,,,,,
1138,RED,Composition Reif ,,,"Cabernet s., Cabernet f., Merlot, Petit verdot, Lagrein",Unterganzner,2017,55.4,1,,,122,20,"Gärung; Edelstahltank, Maischekontakt von 10 tagen cabernet, 7 Tage Lagrein. Ausbau;18 Monate mit BSA in neuen aus überwiegend franz. Barrique.",,,,,,,
1139,RED,Lacus Selection  ,,,"70% Cabernte franc, 30% Merlot",Walter Schullian,2010,76.3,2,,,168,27,"lacus ist lateinisch für See. 250m.ü.M. Gärung; spontan im offenen Holzfass mit Salasso 20%, mit umwälzen. Ausbau; in neuen und gebrauchten Barrique. Keine schönung, keine Filtration",,,,,,,
1140,RED,Arzio ,,,"50% Merlot, 25% Cabernet sauvignon, 25% Cabernet franc",Baron di Pauli,2018,70.2,1,,,175,29,"250-380m.ü.M. Gärung; spontan im Holzbottich, 5 Wochen Maischemazeration. Ausbau; 18 Monate Barrique60%neu, BSA, ",,,,,,,
1141,RED,Lagrein Riserva,,,,Kiemberger,2013,31,3,,,120,20,17§ der Trauben werden getrocknet. Gärung; Maischegärung im kleinen Holzbottich mit Tresterbewegung. Ausbau; 30 Monate im Barrique.,,,,,,,
1142,RED,Lagrein Mirell ,,,,Ansitz Waldgries,2013,48.1,2,,,118,19,"Gärung; Maischenstandzeit bis zu 35 Tagen im Bottich, 10% der Taruebn werden spätreif gelesen. Ausbau; Barrique",,,,,,,
1143,RED,Lagrein Riserva Abtei,,,,Muri Gries,2016,38.9,1,,,107,17,"260-280m.ü.M. Gärung; Edelstahltank für 14 Tage, BSA. Ausbau; 15 Monate im kleinen Holzfass. ",,,,,,,
1144,RED,Lagrein Riserva Taber,,,,Kellerei Bozen,2013,43.55,1,,,120,19,250m.ü.M. Gärung; traditionelle Rotweinvergärung im Holzfass. Ausbau; 1 Jahr in franz. Barrique.,,,,,,,
1145,RED,Lagrein Riserva Porphyr ,,,,Kellerei Terlan,2015,56.9,1,,,125,20,Handlese. Gärung; im Edelstahltnk. Ausbau; 18 Monate in Barrique 1/3neu. Assemblage 3 Monate vor der Flaschenabfüllung.,,,,,,,
1146,RED,Lagrein Riserva Prestige Line ,,,,Kellerei Bozen,2011,29.5,1,,,81,13,"Gärung; traditionell im offenen Holzfass. Ausbau; 12 Monate in franz. Barrique und grosen Holzfass. Nur die Besten Lagen, mit den ältesten Reben mit dem geringsten Ertrag werden verwendet.",,,,,,,
1147,RED,,,,,,,,,,,7,1,,,,,,,,
1148,RED,Cabernet Istrice ,,,"90% Canbernet sauvignon, 10% Cabernet Franc",Elena Walch,2012,32.6,1,,,90,14,Gärung; ca. 10 Tage im Stahltank. Ausbau; BSA im Holz. 12 Monate in franz. Barrique. Lange Flaschenlagerung.,,,,,,,
1149,RED,Merlot Brenntal ,,,,Kellerei Kurtatsch,2007,46,0,nicht gelistet,,110,18,Gärung; im Rotortank. Ausbau; 15 Monate Barrique,,,,,,,
1150,RED,,,,,,,,,,,7,1,,,,,,,,
1151,RED,Piemonte,,,,,,,,,,7,1,,,,,,,,
1152,RED,,,,,,,,,,,7,,,,,,,,,
1153,RED,Barolo Sori Ginestra ,,,Nebbiolo,Conterno Fantino,2011,160.55,1,,,350,58,Rebalter; 30 +. Gärung; 7-10 Tage Maischung. Ausbau; 2 Jahre im Barrique.,,,,,,,
1154,RED,Monprà,,,"50% Nebbiolo, 50% Barbera",Conterno Fantino,2012,39.16,2,,1,159,26,Gärung; einzel während 1 Woche im Rotortank. Ausbau; 18 Monate in Barrque,,,,,,,
1155,RED,Toscana,,,,,,,,,,7,1,,,,,,,,
1156,RED,Brunello di Montalcino ,,,Sangiovese,Pian dell'Orino,2007,89,0,nicht gelistet,1,196,32,Biodynamisch. 24 Moante slaw. Eichenholzfass,,,,,,,
1157,RED,Percarlo ,,,Sangiovese,San Giusto a Rentennano,2017,117.65,1,,,259,43,"Gärung; Fermentation & Mazerartion für 35 Tage, natürlich. Ausbau; 20-22 Monate in franz. Eichenbarrqiue. 18 Monate Flaschenlagerung.",,,,,,,
1158,RED,Giorgio Primo,,,,Fattoria La Massa,2013,175.35,3,,,386,64,,,,,,,,
1159,,,,,,,,,,,,7,1,,,,,,,,
1160,,,,,,,,,,,,7,1,,,,,,,,
1161,,DESSERTWEINE - VINI DOLCI,,,,,,,,,,7,1,,,,,,,,
1162,,,,,,,,,,,,7,1,,,,,,,,
1163,,Südtirol - Alto Adige,,,,,,,,,,7,1,,,,,,,,
1164,,Comtess St. Valentin ,,,Gewürztraminer ,St. Michael Eppan,2017,19,1,"2022-2 (23,1)",,63,10,"2014 =  Rebalter 20 Jahre. 600m.ü.M. Lese Mitte Dezember. Eingetrocknete Trauben werden abgepresst, teils im Stahltank teils im kleinen Holz vergoren und Ausgebaut.",,,,,,,
1165,,Passito ,,,petit manseng,Bergkellerei ,2019,19,0,aus???,,63,10,,,,,,,,
1166,,Le Petit ,,,,Manincor,2018,34,6,,,94,15,,,,,,,,
1167,,Sauvignon passito Saphir,,,,Laimburg,2022,,3,nicht gelistet,,7,1,"2014 =  400m.ü.M. Spätlese. 8h Auspressen der Rosinenbeeren. Gärung, spontan im Holzfass für mehrer Monate. Bei 11% Alkohol stoppt die Gärung automatisch.",,,,,,,
1168,,Gewürztraminer Spätlese,,,,Kiemberger,2016,16.3,0,nicht gelistet,,55,9,"2010 = wird nur in bestimmten Jahren produziert ( genügend Botrytispilz). 750-850m.ü.M. Traubenmaische verweilt vor der Pressung im eigenen Saft, um die eingetrockeneten Inhaltsstoffe der Botrytisbeere zu lösen. Die langsame Gärung im Edelstahlfässchen dauert meist bis Dezember und lässt am Schluss einen köstlichen Restzuckeghalt.",,,,,,,
1169,,Gewürztraminer Passito Cresta,,,,Rottensteiner,2013,15.5,2,,,53,8,Trauben werden ca. 5 Monate getrocknet und dann gepresst.  Im Edelstahl ausgebaut.,,,,,,,
1170,,,,,,,,,,,,7,1,,,,,,,,
1171,,Kerner Passito Nectaris,,,,,2021,22.5,13,,,73,12,,,,,,,,
1172,,Gewürztraminer Terminum ,,,,Kellerei Tramin,2017,29.3,9,2020-3 2022-11,,81,13,2012 = 400-500m.ü.M. Rebalter 15-25 Jahre. Lese Ende Dezember. Edelfäule. Handlese. 12h Mazeration. Langsame fermentation von 6-9 Monaten. 7-10 Monate im Barrique. 3 Monate in der Flasche.,,,,,,,
1173,,Gewürztraminer Spätlese “Roen” ,,,"90% Gewürztraminer, 10% Riesling",Kellerei Tramin,2018,17.6,1,2022-9,,59,9,"2014= 400-500m.ü.M. Lese Mitte Oktober. Die Trauben werden getrocknet bis Ende November, Anfang Dezember. Gärung findet in kleinen franz. Brrique statt. ",,,,,,,
1174,,Gewürztraminer St Cyrill  ,,,,Villscheiderhof,2009,15.2,1,,,52,8,,,,,,,,
1175,,Sissi Goldmuskateller Passito ,,,,Kellerei Meran,2016,25,4,,,81,13,450-500m.ü.M. Handlese. Trauben werden für 5 Monate getrocknet. Gärung & Ausbau für 12 Monate in neuem franz. EichenBarrique.,,,,,,,
1176,,Quintessenz Moscato Giallo Passito  ,,,Goldenmuskateller,Kellerei Kaltern,2018,25,0,"2019-7 28,4 euro",,81,13,Rebalter: 20 Jahre. Trauben werden für 5 Monate getrocknet. Gärung und Ausbau für 24 Monate auf der Feinhefe im Tonneau.,,,,,,,
1177,,Lagrein passito,,,,Kiemberger,2013,40,0,2xpaul18,,84,14,,,,,,,,
1178,,Rosenmuskateller ,,,,Ansitz Waldgries,2010,19,1,,,63,10,"250m.ü.M.  70% der Trauben werden Luftgetrocknet, 30% Spätreif gelesen. Ausbau; im Stahltank.",,,,,,,
1179,,Rosenmuskateller ,,,,Muri Gries,2021,17.3,0,2022-8,,58,9,"270m.ü.M. Spätlese. Gärung; 8 Tage im Edelstahl. Ausbau; 12 Monate 50% in kleinen Holzfässern, 50% im Edelstahlfass ausgebaut.",,,,,,,
1180,,Passito ,,,,Kiemberger,2018,15,3,,6,51,8,,,,,,,,
1181,,Rosenmuskateller ,,,,Laimburg,2016,20.2,2,,,67,11,400m.ü.M. Lese Mitte Oktober. Trauben werden getrocknet bis Mitte Dezember. Ausbau; 6 Monate im Stahltank. ,,,,,,,
1182,,Portwein Pipa XV,,,Lagrein,Franz Gojer,,21.6,2,,,71,11,"Likörwein (inspiriert sich am  Portwein). Erster Südtiroler ""Portwein"". Handlese. Kaltmazeration und Gärung im offenen Eichenbottich mit leichter Tostatur, mit Untertauchen. Zugabe von Weinbrand zum gären des Mostes, um die Hefen abzutöten und die Gärung zu stoppen. Ausbau im Pipa Eichenfass für 6 Monate. Flaschenlagerung.",,,,,,,
1183,,Kerner Passito Praepositus,,,,,2019,,3,2020-6 Neu,,7,1,,,,,,,,
1184,,,,,,,,,,,,7,1,,,,,,,,
1185,,,,,,,,,,,,7,1,,,,,,,,
1186,,Trentino e Lombardia,,,,,,,,,,7,1,,,,,,,,
1187,,Tre Filer passito ,,,"Turbiana, Chardonnay, Sauvignon blanc",Cà dei Frati,2011,9.5,5,,,38,6,,,,,,,,
1188,,,,,,,,,,,,7,1,,,,,,,,
1189,,Vino Santo,,,nosiola,,2006,25,2,,1,85,14,,,,,,,,
1190,,,,,,,,,,,,7,1,,,,,,,,
1191,,,,,,,,,,,,7,1,,,,,,,,
1192,,Veneto,,,,,,,,,,7,1,,,,,,,,
1193,,Recioto di Soave  La Broia,,,Garganega,Roccolo Grassi,2010,9,2,,,37,6,"100m.ü.M. lese im September, trocknung der Trauben bis Februar. Fermentation in franz. EichenBarrique 225l, 60-90 Tage. Ausbau; 18 Moante in Barrique ( 20%neu, 80% zweit Belegung), 24 Monate Flaschenlagerung.",,,,,,,
1194,,In Sé,BIO,,incrocio manzoni,Italo Cescon,2018,16.5,8,,,56,9,,,,,,,,
1195,,,,,,,,,,,,7,1,,,,,,,,
1196,,,,,,,,,,,,7,1,,,,,,,,
1197,,Piemonte,,,,,,,,,,7,1,,,,,,,,
1198,,,,,,,,,,,,7,1,,,,,,,,
1199,,Moscato d'Asti Zagara,,,,Albino,2017,7.6,6,,,32,5,,,,,,,,
1200,,,,,,,,,,,,7,1,,,,,,,,
1201,,,,,,,,,,,,7,1,,,,,,,,
1202,,,,,,,,,,,,7,1,,,,,,,,
1203,,Umbria,,,,,,,,,,7,1,,,,,,,,
1204,,Muffato della Sala ,,,"60% Sauvignon blanc, 40% Grechetto, Traminer, Riesling",Antinori,2010,22.5,2,,,73,12,200-350m.ü.M. Handlese(Zeitpunkt je nach Reife der Botrytis). Fermentation für 18 Tage.  Ausbau; 6 Monate in franz. EichenBarrique. ,,,,,,,
1205,,,,,,,,,,,,7,1,,,,,,,,
1206,,,,,,,,,,,,7,1,,,,,,,,
1207,,,,,,,,,,,,7,1,,,,,,,,
1208,,Sicilia,,,,,,,,,,7,1,,,,,,,,
1209,,Ben Ryé passito ,,,Zibibbo,Donnafugata,2015,20.46,2, 2019-3,,67,11,20-400m.ü.M. Handlese. Gärung im Stahl. 7 Monate im Stahltank. 12 Monate Flaschenlagerung.,,,,,,,
1210,,Transylvnian Ice Wine,,,,,2015,,0,aus???,,7,1,,,,,,,,
1211,,Trockenbeerenauslese ,,,,Kracher ,s.a.,15.5,2,16.5,,53,8,,,,,,,,
1212,,Kracher NO.7 15 Years Later,,,,,2001,46.9,0,aus???,,103,17,,,,,,,,
1213,,Eiswein,,,,Kracher ,2020,23.6,2,,,77,12,,,,,,,,
1214,,Tokaj Aszu 5 Puttonyos,,,Furmint,Samuel Tinon,2016,41.9,4,,,115,19,Mazeration 36-48 Stunden. Fermentation für mehrer Monate. 4 Jahre im Holzfass. 1 Jahr Flaschenlagerung.,,,,,,,
1215,,Tokaj Aszu 5 Puttonyos,,,,Oremus,2006,45,0,nicht gelistet,3,124,20,,,,,,,,
1216,,Madeira,,,,,,,5,,,7,1,,,,,,,,
1217,,Riesling Kinheimer Hubertuslay Beerenausles,,,,Markus Molitor,2017,79.5,2,,,175,29,,,,,,,,
1218,,Riesling Eiswein,,,,Dr. Loosen,,23.5,,,,76,12,,,,,,,,
1219,,Sauternes 1er Frand Cru,,,,Châteaux Rieussec,2018,42.5,2,,,117,19,,,,,,,,
1220,,Sauternes 2009 La Tour Blanche ,,,Semillon,Château La Tour Blanche,2009,36.6,1,,,101,16,,,,,,,,
1221,,Château d'Yquem 1. GCC Superior,,,Semillon,Château d'Yquem,2001,410,1,,,1600,266,"Ein Gutes Jahr, mit einem trockenen September(perfekt für die Säure und frische des Weines). Sehr konzentrierte, pure Trauben.",,,,,,,
1222,,Solera - Rivesaltes Ambré,,,"40% Grenache blanc, 40% Grenache gris, 20% Maccabeo",Domaine des Demoiselles,,16.65,5,,,56,9,Rebalter: 50-70 Jahre. Aus der Region Roussillon.  Soleraverfahren.,,,,,,,
1223,,Montbazillac,,,,Châteaux La Lande,,7.95,5,,,35,5,,,,,,,,
1224,,,,,,,,,,,,7,1,,,,,,,,
1225,,,,,,,,,,,,7,1,,,,,,,,
1226,,,,,,,,,,,,7,1,,,,,,,,
1227,,,,,,,,,,,,7,1,,,,,,,,
1228,,,,,,,,,,,,7,,,,,,,,,
1229,,,,,,,,,,,,7,,,,,,,,,
1230,,,,,,,,,,,,7,,,,,,,,,
1231,,NO-Lows,,,,,,,,,,7,,,,,,,,,
1232,,Aurea Fenice Bollicine,,,,Princess,,8,14,,,33,,,,,,,,,
1233,,Alternativa bianco,,,pinot grigio ,Princess,,5.2,5,holen,,25,,,,,,,,,
1234,,Alternativa Rosso Superiore,,,montepulciano,Princess,,5.2,3,,,25,,,,,,,,,
1235,,Pinot Grigio Free,VAKUUM + ABSORPTION,Pfalz,,Matthias Anton,,7.5,0,,,31,,,,,,,,,
1236,,RibO,,Elsass,Rivaner und Muskateller,Cave de Ribauville,,10.5,3,,,41,,,,,,,,,
1237,,Elefant,,Rheinhessen,riesling,Wean am Dom,,5.5,0,,,26,,,,,,,,,
1238,,Null Alkohol Rot,RO,Baden,Spätburgunder,Löffler,,7.5,8,,,31,,,,,,,,,
1239,,Rouge Pur Bio,Vakuum ,Rheinhessen,"Dornfelder, Spätburgunder",Strauch und Weissbach,,10.5,3,,,41,,,,,,,,,
1240,,Reverse Riesling,VAKUUM + ABSORPTION,Pfalz,,Bergdolt-Nett,,8,2,,,33,,,,,,,,,
1241,,steinboch,,,,,,,1,neu,,7,,,,,,,,,
1242,,Reverse Sauvignon,Vakuum,Pfalz,,Bergdolt-Nett,,8.5,4,neu,,35,,,,,,,,,
